Date,WL
6/29/2023,11.53
6/29/2023,11.54
6/29/2023,11.53
6/29/2023,11.53
6/29/2023,11.53
6/29/2023,11.53
6/29/2023,11.53
6/29/2023,11.52
6/29/2023,11.52
6/29/2023,11.52
6/29/2023,11.51
6/29/2023,11.52
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.5
6/29/2023,11.51
6/29/2023,11.51
6/29/2023,11.52
6/29/2023,11.54
6/29/2023,11.53
6/29/2023,11.53
6/29/2023,11.53
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.54
6/29/2023,11.55
6/29/2023,11.55
6/29/2023,11.55
6/29/2023,11.56
6/29/2023,11.56
6/29/2023,11.56
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.56
6/29/2023,11.57
6/29/2023,11.56
6/29/2023,11.56
6/29/2023,11.56
6/29/2023,11.56
6/29/2023,11.57
6/29/2023,11.56
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.57
6/29/2023,11.58
6/29/2023,11.57
6/29/2023,11.59
6/29/2023,11.58
6/29/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.6
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.59
6/30/2023,11.6
6/30/2023,11.6
6/30/2023,11.62
6/30/2023,11.64
6/30/2023,11.65
6/30/2023,11.65
6/30/2023,11.66
6/30/2023,11.68
6/30/2023,11.7
6/30/2023,11.71
6/30/2023,11.72
6/30/2023,11.74
6/30/2023,11.72
6/30/2023,11.72
6/30/2023,11.73
6/30/2023,11.73
6/30/2023,11.73
6/30/2023,11.72
6/30/2023,11.71
6/30/2023,11.72
6/30/2023,11.72
6/30/2023,11.73
6/30/2023,11.74
6/30/2023,11.75
6/30/2023,11.76
6/30/2023,11.76
6/30/2023,11.78
6/30/2023,11.79
6/30/2023,11.79
6/30/2023,11.8
6/30/2023,11.81
6/30/2023,11.81
6/30/2023,11.82
6/30/2023,11.81
6/30/2023,11.82
6/30/2023,11.83
6/30/2023,11.83
6/30/2023,11.83
6/30/2023,11.84
6/30/2023,11.84
6/30/2023,11.84
6/30/2023,11.84
6/30/2023,11.84
6/30/2023,11.84
6/30/2023,11.83
6/30/2023,11.83
6/30/2023,11.83
6/30/2023,11.82
6/30/2023,11.81
6/30/2023,11.81
6/30/2023,11.81
6/30/2023,11.8
6/30/2023,11.8
6/30/2023,11.8
6/30/2023,11.79
6/30/2023,11.79
6/30/2023,11.79
6/30/2023,11.78
6/30/2023,11.78
6/30/2023,11.78
6/30/2023,11.78
6/30/2023,11.77
6/30/2023,11.77
6/30/2023,11.77
6/30/2023,11.77
6/30/2023,11.77
6/30/2023,11.76
7/1/2023,11.76
7/1/2023,11.76
7/1/2023,11.75
7/1/2023,11.76
7/1/2023,11.76
7/1/2023,11.75
7/1/2023,11.75
7/1/2023,11.76
7/1/2023,11.76
7/1/2023,11.75
7/1/2023,11.75
7/1/2023,11.74
7/1/2023,11.74
7/1/2023,11.74
7/1/2023,11.74
7/1/2023,11.73
7/1/2023,11.73
7/1/2023,11.73
7/1/2023,11.72
7/1/2023,11.72
7/1/2023,11.72
7/1/2023,11.72
7/1/2023,11.72
7/1/2023,11.72
7/1/2023,11.71
7/1/2023,11.71
7/1/2023,11.71
7/1/2023,11.71
7/1/2023,11.7
7/1/2023,11.7
7/1/2023,11.69
7/1/2023,11.69
7/1/2023,11.69
7/1/2023,11.69
7/1/2023,11.68
7/1/2023,11.68
7/1/2023,11.67
7/1/2023,11.67
7/1/2023,11.68
7/1/2023,11.69
7/1/2023,11.68
7/1/2023,11.7
7/1/2023,11.7
7/1/2023,11.7
7/1/2023,11.7
7/1/2023,11.71
7/1/2023,11.71
7/1/2023,11.72
7/1/2023,11.71
7/1/2023,11.72
7/1/2023,11.71
7/1/2023,11.71
7/1/2023,11.71
7/1/2023,11.71
7/1/2023,11.71
7/1/2023,11.72
7/1/2023,11.72
7/1/2023,11.72
7/1/2023,11.73
7/1/2023,11.73
7/1/2023,11.73
7/1/2023,11.74
7/1/2023,11.74
7/1/2023,11.75
7/1/2023,11.75
7/1/2023,11.74
7/1/2023,11.74
7/1/2023,11.74
7/1/2023,11.75
7/1/2023,11.75
7/1/2023,11.76
7/1/2023,11.75
7/1/2023,11.76
7/1/2023,11.76
7/1/2023,11.76
7/1/2023,11.76
7/1/2023,11.76
7/1/2023,11.77
7/1/2023,11.77
7/1/2023,11.78
7/1/2023,11.78
7/1/2023,11.78
7/1/2023,11.78
7/1/2023,11.78
7/1/2023,11.78
7/1/2023,11.78
7/1/2023,11.79
7/1/2023,11.79
7/1/2023,11.79
7/1/2023,11.79
7/1/2023,11.79
7/1/2023,11.78
7/1/2023,11.79
7/1/2023,11.79
7/1/2023,11.79
7/1/2023,11.78
7/2/2023,11.78
7/2/2023,11.78
7/2/2023,11.78
7/2/2023,11.78
7/2/2023,11.78
7/2/2023,11.77
7/2/2023,11.77
7/2/2023,11.78
7/2/2023,11.77
7/2/2023,11.77
7/2/2023,11.77
7/2/2023,11.77
7/2/2023,11.77
7/2/2023,11.77
7/2/2023,11.77
7/2/2023,11.76
7/2/2023,11.76
7/2/2023,11.76
7/2/2023,11.76
7/2/2023,11.75
7/2/2023,11.75
7/2/2023,11.75
7/2/2023,11.74
7/2/2023,11.74
7/2/2023,11.74
7/2/2023,11.73
7/2/2023,11.73
7/2/2023,11.72
7/2/2023,11.72
7/2/2023,11.72
7/2/2023,11.71
7/2/2023,11.71
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.68
7/2/2023,11.69
7/2/2023,11.68
7/2/2023,11.68
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.71
7/2/2023,11.7
7/2/2023,11.71
7/2/2023,11.71
7/2/2023,11.71
7/2/2023,11.71
7/2/2023,11.71
7/2/2023,11.71
7/2/2023,11.71
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.7
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.69
7/2/2023,11.69
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.7
7/2/2023,11.71
7/2/2023,11.72
7/2/2023,11.72
7/2/2023,11.72
7/2/2023,11.73
7/2/2023,11.73
7/2/2023,11.73
7/2/2023,11.73
7/2/2023,11.73
7/2/2023,11.74
7/2/2023,11.74
7/3/2023,11.74
7/3/2023,11.75
7/3/2023,11.74
7/3/2023,11.74
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.76
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.74
7/3/2023,11.74
7/3/2023,11.75
7/3/2023,11.75
7/3/2023,11.74
7/3/2023,11.74
7/3/2023,11.74
7/3/2023,11.73
7/3/2023,11.73
7/3/2023,11.73
7/3/2023,11.73
7/3/2023,11.72
7/3/2023,11.72
7/3/2023,11.73
7/3/2023,11.72
7/3/2023,11.73
7/3/2023,11.71
7/3/2023,11.72
7/3/2023,11.72
7/3/2023,11.71
7/3/2023,11.72
7/3/2023,11.72
7/3/2023,11.71
7/3/2023,11.71
7/3/2023,11.7
7/3/2023,11.68
7/3/2023,11.66
7/3/2023,11.63
7/3/2023,11.6
7/3/2023,11.57
7/3/2023,11.54
7/3/2023,11.51
7/3/2023,11.48
7/3/2023,11.45
7/3/2023,11.43
7/3/2023,11.39
7/3/2023,11.37
7/3/2023,11.35
7/3/2023,11.33
7/3/2023,11.3
7/3/2023,11.28
7/3/2023,11.26
7/3/2023,11.25
7/3/2023,11.24
7/3/2023,11.22
7/3/2023,11.21
7/3/2023,11.2
7/3/2023,11.18
7/3/2023,11.18
7/3/2023,11.17
7/3/2023,11.15
7/3/2023,11.15
7/3/2023,11.14
7/3/2023,11.13
7/3/2023,11.12
7/3/2023,11.12
7/3/2023,11.11
7/3/2023,11.11
7/3/2023,11.1
7/3/2023,11.1
7/3/2023,11.09
7/3/2023,11.09
7/3/2023,11.08
7/3/2023,11.08
7/3/2023,11.08
7/3/2023,11.08
7/3/2023,11.07
7/3/2023,11.07
7/3/2023,11.06
7/3/2023,11.05
7/3/2023,11.06
7/3/2023,11.06
7/3/2023,11.06
7/3/2023,11.05
7/3/2023,11.05
7/3/2023,11.05
7/3/2023,11.04
7/3/2023,11.04
7/4/2023,11.04
7/4/2023,11.04
7/4/2023,11.04
7/4/2023,11.04
7/4/2023,11.03
7/4/2023,11.03
7/4/2023,11.03
7/4/2023,11.03
7/4/2023,11.03
7/4/2023,11.02
7/4/2023,11.02
7/4/2023,11.02
7/4/2023,11.02
7/4/2023,11.02
7/4/2023,11.02
7/4/2023,11.01
7/4/2023,11.01
7/4/2023,11.01
7/4/2023,11.01
7/4/2023,11.01
7/4/2023,11.01
7/4/2023,11
7/4/2023,10.99
7/4/2023,10.99
7/4/2023,10.99
7/4/2023,10.99
7/4/2023,10.98
7/4/2023,10.98
7/4/2023,10.98
7/4/2023,10.98
7/4/2023,10.97
7/4/2023,10.97
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.95
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.96
7/4/2023,10.95
7/4/2023,10.96
7/4/2023,10.97
7/4/2023,10.95
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.96
7/4/2023,10.95
7/4/2023,10.96
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.96
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.96
7/4/2023,10.95
7/4/2023,10.95
7/4/2023,10.93
7/4/2023,10.94
7/4/2023,10.93
7/4/2023,10.94
7/4/2023,10.93
7/4/2023,10.93
7/4/2023,10.93
7/4/2023,10.93
7/4/2023,10.92
7/4/2023,10.93
7/4/2023,10.93
7/4/2023,10.92
7/4/2023,10.93
7/4/2023,10.92
7/4/2023,10.93
7/4/2023,10.93
7/4/2023,10.92
7/4/2023,10.92
7/4/2023,10.93
7/4/2023,10.93
7/4/2023,10.92
7/5/2023,10.92
7/5/2023,10.91
7/5/2023,10.91
7/5/2023,10.91
7/5/2023,10.91
7/5/2023,10.9
7/5/2023,10.9
7/5/2023,10.91
7/5/2023,10.92
7/5/2023,10.91
7/5/2023,10.9
7/5/2023,10.91
7/5/2023,10.91
7/5/2023,10.91
7/5/2023,10.91
7/5/2023,10.9
7/5/2023,10.9
7/5/2023,10.89
7/5/2023,10.9
7/5/2023,10.89
7/5/2023,10.9
7/5/2023,10.9
7/5/2023,10.89
7/5/2023,10.89
7/5/2023,10.89
7/5/2023,10.88
7/5/2023,10.89
7/5/2023,10.88
7/5/2023,10.87
7/5/2023,10.88
7/5/2023,10.88
7/5/2023,10.87
7/5/2023,10.87
7/5/2023,10.87
7/5/2023,10.87
7/5/2023,10.87
7/5/2023,10.86
7/5/2023,10.87
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.85
7/5/2023,10.85
7/5/2023,10.84
7/5/2023,10.84
7/5/2023,10.84
7/5/2023,10.84
7/5/2023,10.83
7/5/2023,10.84
7/5/2023,10.84
7/5/2023,10.84
7/5/2023,10.84
7/5/2023,10.84
7/5/2023,10.83
7/5/2023,10.83
7/5/2023,10.83
7/5/2023,10.83
7/5/2023,10.83
7/5/2023,10.83
7/5/2023,10.85
7/5/2023,10.84
7/5/2023,10.84
7/5/2023,10.85
7/5/2023,10.85
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.85
7/5/2023,10.85
7/5/2023,10.85
7/5/2023,10.85
7/5/2023,10.85
7/5/2023,10.85
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.85
7/5/2023,10.86
7/5/2023,10.87
7/5/2023,10.87
7/5/2023,10.87
7/5/2023,10.88
7/5/2023,10.87
7/5/2023,10.87
7/5/2023,10.87
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/5/2023,10.86
7/6/2023,10.85
7/6/2023,10.85
7/6/2023,10.85
7/6/2023,10.85
7/6/2023,10.85
7/6/2023,10.85
7/6/2023,10.85
7/6/2023,10.85
7/6/2023,10.85
7/6/2023,10.84
7/6/2023,10.84
7/6/2023,10.84
7/6/2023,10.84
7/6/2023,10.84
7/6/2023,10.83
7/6/2023,10.83
7/6/2023,10.82
7/6/2023,10.83
7/6/2023,10.82
7/6/2023,10.81
7/6/2023,10.81
7/6/2023,10.82
7/6/2023,10.8
7/6/2023,10.8
7/6/2023,10.8
7/6/2023,10.79
7/6/2023,10.8
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.8
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.8
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.79
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.77
7/6/2023,10.78
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.78
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.78
7/6/2023,10.78
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/6/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.76
7/7/2023,10.76
7/7/2023,10.76
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.76
7/7/2023,10.76
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.76
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.76
7/7/2023,10.76
7/7/2023,10.76
7/7/2023,10.76
7/7/2023,10.77
7/7/2023,10.76
7/7/2023,10.76
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.77
7/7/2023,10.76
7/7/2023,10.76
7/7/2023,10.76
7/7/2023,10.75
7/7/2023,10.75
7/7/2023,10.75
7/7/2023,10.75
7/7/2023,10.74
7/7/2023,10.74
7/7/2023,10.74
7/7/2023,10.73
7/7/2023,10.72
7/7/2023,10.71
7/7/2023,10.69
7/7/2023,10.68
7/7/2023,10.66
7/7/2023,10.66
7/7/2023,10.64
7/7/2023,10.63
7/7/2023,10.61
7/7/2023,10.6
7/7/2023,10.59
7/7/2023,10.57
7/7/2023,10.54
7/7/2023,10.54
7/7/2023,10.52
7/7/2023,10.52
7/7/2023,10.51
7/7/2023,10.5
7/7/2023,10.5
7/7/2023,10.49
7/7/2023,10.49
7/7/2023,10.49
7/7/2023,10.49
7/7/2023,10.5
7/7/2023,10.51
7/7/2023,10.51
7/7/2023,10.52
7/7/2023,10.54
7/7/2023,10.54
7/7/2023,10.56
7/7/2023,10.57
7/7/2023,10.58
7/7/2023,10.59
7/7/2023,10.6
7/7/2023,10.61
7/7/2023,10.62
7/7/2023,10.63
7/7/2023,10.64
7/7/2023,10.64
7/7/2023,10.65
7/7/2023,10.66
7/7/2023,10.66
7/7/2023,10.66
7/7/2023,10.67
7/7/2023,10.68
7/7/2023,10.67
7/7/2023,10.68
7/7/2023,10.68
7/8/2023,10.68
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.7
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.7
7/8/2023,10.69
7/8/2023,10.7
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.7
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.69
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.67
7/8/2023,10.67
7/8/2023,10.68
7/8/2023,10.67
7/8/2023,10.67
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.68
7/8/2023,10.67
7/8/2023,10.67
7/8/2023,10.66
7/8/2023,10.65
7/8/2023,10.64
7/8/2023,10.63
7/8/2023,10.62
7/8/2023,10.61
7/8/2023,10.59
7/8/2023,10.57
7/8/2023,10.57
7/8/2023,10.56
7/8/2023,10.54
7/8/2023,10.53
7/8/2023,10.52
7/8/2023,10.5
7/8/2023,10.49
7/8/2023,10.49
7/8/2023,10.48
7/8/2023,10.46
7/8/2023,10.46
7/8/2023,10.45
7/8/2023,10.44
7/8/2023,10.43
7/8/2023,10.42
7/8/2023,10.42
7/8/2023,10.42
7/8/2023,10.41
7/8/2023,10.41
7/8/2023,10.41
7/8/2023,10.4
7/8/2023,10.4
7/8/2023,10.4
7/8/2023,10.4
7/8/2023,10.39
7/8/2023,10.39
7/8/2023,10.39
7/8/2023,10.38
7/8/2023,10.38
7/8/2023,10.38
7/8/2023,10.38
7/8/2023,10.37
7/8/2023,10.37
7/8/2023,10.37
7/8/2023,10.37
7/8/2023,10.37
7/8/2023,10.37
7/8/2023,10.37
7/8/2023,10.37
7/8/2023,10.37
7/8/2023,10.37
7/8/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.36
7/9/2023,10.36
7/9/2023,10.36
7/9/2023,10.36
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.36
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.34
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.35
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.36
7/9/2023,10.36
7/9/2023,10.36
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.36
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.37
7/9/2023,10.36
7/9/2023,10.36
7/9/2023,10.36
7/9/2023,10.35
7/9/2023,10.36
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.35
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.34
7/9/2023,10.33
7/9/2023,10.33
7/9/2023,10.33
7/9/2023,10.33
7/9/2023,10.32
7/9/2023,10.33
7/9/2023,10.32
7/9/2023,10.32
7/9/2023,10.32
7/9/2023,10.32
7/9/2023,10.32
7/9/2023,10.32
7/9/2023,10.33
7/9/2023,10.33
7/9/2023,10.32
7/9/2023,10.32
7/9/2023,10.33
7/9/2023,10.32
7/10/2023,10.33
7/10/2023,10.33
7/10/2023,10.33
7/10/2023,10.33
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.33
7/10/2023,10.32
7/10/2023,10.33
7/10/2023,10.32
7/10/2023,10.33
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.33
7/10/2023,10.33
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.33
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.32
7/10/2023,10.34
7/10/2023,10.44
7/10/2023,10.59
7/10/2023,10.77
7/10/2023,10.96
7/10/2023,11.13
7/10/2023,11.25
7/10/2023,11.33
7/10/2023,11.37
7/10/2023,11.38
7/10/2023,11.39
7/10/2023,11.39
7/10/2023,11.37
7/10/2023,11.35
7/10/2023,11.33
7/10/2023,11.31
7/10/2023,11.27
7/10/2023,11.25
7/10/2023,11.22
7/10/2023,11.19
7/10/2023,11.17
7/10/2023,11.14
7/10/2023,11.1
7/10/2023,11.07
7/10/2023,11.05
7/10/2023,11.01
7/10/2023,10.99
7/10/2023,10.95
7/10/2023,10.92
7/10/2023,10.9
7/10/2023,10.87
7/10/2023,10.84
7/10/2023,10.81
7/10/2023,10.79
7/10/2023,10.76
7/10/2023,10.74
7/10/2023,10.71
7/10/2023,10.67
7/10/2023,10.66
7/10/2023,10.63
7/10/2023,10.61
7/10/2023,10.59
7/10/2023,10.56
7/10/2023,10.54
7/10/2023,10.51
7/10/2023,10.49
7/10/2023,10.47
7/10/2023,10.44
7/10/2023,10.43
7/10/2023,10.4
7/10/2023,10.39
7/10/2023,10.37
7/10/2023,10.36
7/10/2023,10.36
7/10/2023,10.34
7/10/2023,10.33
7/10/2023,10.33
7/10/2023,10.32
7/10/2023,10.31
7/10/2023,10.31
7/10/2023,10.3
7/10/2023,10.29
7/10/2023,10.29
7/10/2023,10.29
7/11/2023,10.28
7/11/2023,10.28
7/11/2023,10.28
7/11/2023,10.27
7/11/2023,10.27
7/11/2023,10.27
7/11/2023,10.27
7/11/2023,10.27
7/11/2023,10.27
7/11/2023,10.26
7/11/2023,10.26
7/11/2023,10.26
7/11/2023,10.25
7/11/2023,10.26
7/11/2023,10.26
7/11/2023,10.25
7/11/2023,10.25
7/11/2023,10.25
7/11/2023,10.25
7/11/2023,10.25
7/11/2023,10.25
7/11/2023,10.24
7/11/2023,10.24
7/11/2023,10.24
7/11/2023,10.24
7/11/2023,10.23
7/11/2023,10.23
7/11/2023,10.22
7/11/2023,10.23
7/11/2023,10.22
7/11/2023,10.22
7/11/2023,10.22
7/11/2023,10.22
7/11/2023,10.22
7/11/2023,10.18
7/11/2023,10.06
7/11/2023,9.94
7/11/2023,9.81
7/11/2023,9.7
7/11/2023,9.61
7/11/2023,9.53
7/11/2023,9.47
7/11/2023,9.42
7/11/2023,9.39
7/11/2023,9.39
7/11/2023,9.39
7/11/2023,9.37
7/11/2023,9.31
7/11/2023,9.29
7/11/2023,9.33
7/11/2023,9.33
7/11/2023,9.31
7/11/2023,9.29
7/11/2023,9.27
7/11/2023,9.25
7/11/2023,9.23
7/11/2023,9.22
7/11/2023,9.19
7/11/2023,9.2
7/11/2023,9.18
7/11/2023,9.18
7/11/2023,9.16
7/11/2023,9.17
7/11/2023,9.16
7/11/2023,9.16
7/11/2023,9.17
7/11/2023,9.18
7/11/2023,9.17
7/11/2023,9.17
7/11/2023,9.16
7/11/2023,9.17
7/11/2023,9.16
7/11/2023,9.15
7/11/2023,9.13
7/11/2023,9.11
7/11/2023,9.11
7/11/2023,9.11
7/11/2023,9.11
7/11/2023,9.1
7/11/2023,9.09
7/11/2023,9.09
7/11/2023,9.08
7/11/2023,9.07
7/11/2023,9.08
7/11/2023,9.07
7/11/2023,9.07
7/11/2023,9.08
7/11/2023,9.08
7/11/2023,9.09
7/11/2023,9.11
7/11/2023,9.13
7/11/2023,9.15
7/11/2023,9.19
7/11/2023,9.24
7/11/2023,9.3
7/11/2023,9.37
7/12/2023,9.45
7/12/2023,9.5
7/12/2023,9.57
7/12/2023,9.62
7/12/2023,9.68
7/12/2023,9.73
7/12/2023,9.78
7/12/2023,9.81
7/12/2023,9.85
7/12/2023,9.89
7/12/2023,9.91
7/12/2023,9.94
7/12/2023,9.96
7/12/2023,9.97
7/12/2023,9.99
7/12/2023,10
7/12/2023,10.01
7/12/2023,10.01
7/12/2023,10.03
7/12/2023,10.04
7/12/2023,10.04
7/12/2023,10.05
7/12/2023,10.05
7/12/2023,10.06
7/12/2023,10.06
7/12/2023,10.06
7/12/2023,10.18
7/12/2023,10.66
7/12/2023,10.9
7/12/2023,10.97
7/12/2023,10.96
7/12/2023,10.95
7/12/2023,10.94
7/12/2023,10.98
7/12/2023,11.18
7/12/2023,11.3
7/12/2023,11.33
7/12/2023,11.4
7/12/2023,11.47
7/12/2023,11.53
7/12/2023,11.59
7/12/2023,11.65
7/12/2023,11.7
